Url,Code,Purpose
https://helipad-sandbox.fiskaltrust.cloud/version,200,ft cashbox download & upload receipt data
https://packages-sandbox.fiskaltrust.cloud/version,200,ft download packages
https://dc.services.visualstudio.com/,404,ft error reporting
